what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.m2e.sourcelookup,1.13.0.20190716-1624,"org.eclipse.m2e.sourcelookup",1629657794285
stopped,bundle,org.eclipse.m2e.launching,1.13.0.20190716-1624,"org.eclipse.m2e.launching",1629657794287
stopped,bundle,org.eclipse.m2e.profiles.ui,1.13.0.20190716-1624,"org.eclipse.m2e.profiles.ui",1629657794288
stopped,bundle,org.eclipse.m2e.refactoring,1.13.0.20190716-1624,"org.eclipse.m2e.refactoring",1629657794291
stopped,bundle,org.eclipse.m2e.profiles.core,1.13.0.20190716-1624,"org.eclipse.m2e.profiles.core",1629657794292
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1629657794294
stopped,bundle,org.eclipse.m2e.wtp.overlay.ui,1.4.2.20190530-0057,"org.eclipse.m2e.wtp.overlay.ui",1629657794295
stopped,bundle,org.eclipse.m2e.wtp.overlay,1.4.2.20190530-0057,"org.eclipse.m2e.wtp.overlay",1629657794296
stopped,bundle,org.eclipse.m2e.core.ui,1.13.0.20190716-1624,"org.eclipse.m2e.core.ui",1629657794299
stopped,bundle,org.eclipse.m2e.core,1.13.0.20190716-1624,"org.eclipse.m2e.core",1629657794301
stopped,bundle,org.eclipse.mylyn.hudson.ui,1.16.0.v20170629-2231,"org.eclipse.mylyn.hudson.ui",1629657794303
stopped,bundle,org.eclipse.mylyn.hudson.core,1.16.0.v20180403-2055,"org.eclipse.mylyn.hudson.core",1629657794304
stopped,bundle,org.eclipse.tips.ide,0.1.600.v20190703-1522,"org.eclipse.tips.ide",1629657794304
stopped,bundle,org.eclipse.php.builtin.server.ui,6.3.0.201909061650,"org.eclipse.php.builtin.server.ui",1629657794306
stopped,bundle,org.eclipse.php.builtin.server.core,6.3.0.201909061650,"org.eclipse.php.builtin.server.core",1629657794308
stopped,bundle,org.eclipse.php.composer.core,6.3.0.201909061650,"org.eclipse.php.composer.core",1629657794310
stopped,bundle,org.eclipse.php.server.ui,6.3.0.201909061650,"org.eclipse.php.server.ui",1629657794311
stopped,bundle,org.eclipse.php.debug.ui,6.3.0.201909061650,"org.eclipse.php.debug.ui",1629657794311
stopped,bundle,org.eclipse.php.refactoring.ui,6.3.0.201909061650,"org.eclipse.php.refactoring.ui",1629657794313
stopped,bundle,org.eclipse.php.refactoring.core,6.3.0.201909061650,"org.eclipse.php.refactoring.core",1629657794315
stopped,bundle,org.eclipse.php.debug.core,6.3.0.201909061650,"org.eclipse.php.debug.core",1629657794315
stopped,bundle,org.eclipse.php.formatter.ui,6.3.0.201909061650,"org.eclipse.php.formatter.ui",1629657794317
stopped,bundle,org.eclipse.php.ui,6.3.0.201909061650,"org.eclipse.php.ui",1629657794317
