what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1629364437952
started,bundle,org.eclipse.osgi,3.15.0.v20190830-1434,"org.eclipse.osgi",1629364437954
started,bundle,org.eclipse.equinox.simpleconfigurator,1.3.300.v20190716-0825,"org.eclipse.equinox.simpleconfigurator",1629364437955
started,bundle,com.ibm.icu,64.2.0.v20190507-1337,"com.ibm.icu",1629364437957
started,bundle,org.apache.felix.gogo.command,1.0.2.v20170914-1324,"org.apache.felix.gogo.command",1629364437958
started,bundle,org.apache.felix.gogo.runtime,1.1.0.v20180713-1646,"org.apache.felix.gogo.runtime",1629364437958
started,bundle,org.apache.felix.gogo.shell,1.1.0.v20180713-1646,"org.apache.felix.gogo.shell",1629364437959
started,bundle,org.apache.felix.scr,2.1.14.v20190123-1619,"org.apache.felix.scr",1629364437961
started,bundle,org.eclipse.buildship.core,3.1.2.v20190903-1802,"org.eclipse.buildship.core",1629364437962
started,bundle,org.eclipse.buildship.stsmigration,3.1.2.v20190903-1802,"org.eclipse.buildship.stsmigration",1629364437962
started,bundle,org.eclipse.buildship.ui,3.1.2.v20190903-1802,"org.eclipse.buildship.ui",1629364437962
started,bundle,org.eclipse.core.contenttype,3.7.400.v20190624-1144,"org.eclipse.core.contenttype",1629364437962
started,bundle,org.eclipse.core.expressions,3.6.500.v20190617-1926,"org.eclipse.core.expressions",1629364437963
started,bundle,org.eclipse.core.filebuffers,3.6.700.v20190614-0928,"org.eclipse.core.filebuffers",1629364437963
started,bundle,org.eclipse.core.filesystem,1.7.500.v20190620-1312,"org.eclipse.core.filesystem",1629364437964
started,bundle,org.eclipse.core.jobs,3.10.500.v20190620-1426,"org.eclipse.core.jobs",1629364437965
started,bundle,org.eclipse.core.net,1.3.600.v20190619-1613,"org.eclipse.core.net",1629364437966
started,bundle,org.eclipse.core.resources,3.13.500.v20190819-0800,"org.eclipse.core.resources",1629364437966
started,bundle,org.eclipse.core.runtime,3.16.0.v20190823-1314,"org.eclipse.core.runtime",1629364437967
started,bundle,org.eclipse.debug.core,3.14.0.v20190812-1404,"org.eclipse.debug.core",1629364437968
started,bundle,org.eclipse.debug.ui,3.14.200.v20190822-2125,"org.eclipse.debug.ui",1629364437969
started,bundle,org.eclipse.e4.core.contexts,1.8.200.v20190620-0649,"org.eclipse.e4.core.contexts",1629364437970
started,bundle,org.eclipse.e4.core.di,1.7.400.v20190903-1311,"org.eclipse.e4.core.di",1629364437970
started,bundle,org.eclipse.e4.core.di.extensions,0.15.300.v20190213-1308,"org.eclipse.e4.core.di.extensions",1629364437970
started,bundle,org.eclipse.e4.core.di.extensions.supplier,0.15.400.v20190709-0707,"org.eclipse.e4.core.di.extensions.supplier",1629364437971
started,bundle,org.eclipse.e4.core.services,2.2.0.v20190630-2019,"org.eclipse.e4.core.services",1629364437971
started,bundle,org.eclipse.e4.ui.bindings,0.12.600.v20190625-0735,"org.eclipse.e4.ui.bindings",1629364437971
started,bundle,org.eclipse.e4.ui.css.swt,0.13.600.v20190805-1157,"org.eclipse.e4.ui.css.swt",1629364437972
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.12.400.v20190812-0413,"org.eclipse.e4.ui.css.swt.theme",1629364437973
started,bundle,org.eclipse.e4.ui.di,1.2.600.v20190510-1100,"org.eclipse.e4.ui.di",1629364437973
started,bundle,org.eclipse.e4.ui.model.workbench,2.1.500.v20190824-1021,"org.eclipse.e4.ui.model.workbench",1629364437974
started,bundle,org.eclipse.e4.ui.services,1.3.600.v20190716-1245,"org.eclipse.e4.ui.services",1629364437974
started,bundle,org.eclipse.e4.ui.workbench,1.10.100.v20190810-0814,"org.eclipse.e4.ui.workbench",1629364437975
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.3.600.v20190716-1245,"org.eclipse.e4.ui.workbench.addons.swt",1629364437976
